user_id,day,date,screen_time,sleep,steps,unlocks,mood,sleep_deficit,activity_score,screen_intensity,mood_inversion,weekday_flag,late_night_flag,risk_rule,risk_target
user_031,87,2024-03-27,4.1,6.36,3504,53,4,1.64,0.35,0.51,1,1,0,57.8,64.3
user_031,88,2024-03-28,4.14,7.12,4185,47,4,0.88,0.42,0.52,1,1,0,49.0,45.4
user_031,89,2024-03-29,2.16,5.68,7757,26,4,2.32,0.78,0.27,1,1,0,48.4,51.0
user_031,90,2024-03-30,4.89,4.45,6227,48,3,3.55,0.62,0.61,2,0,0,86.6,87.2
user_031,91,2024-03-31,4.33,6.43,3218,68,3,1.57,0.32,0.54,2,0,0,70.6,70.7
user_031,92,2024-04-01,3.35,5.33,9766,37,4,2.67,0.98,0.42,1,1,0,52.5,53.3
user_031,93,2024-04-02,2.62,9.0,7284,30,5,0.0,0.73,0.33,0,1,0,15.9,17.7
user_031,94,2024-04-03,4.66,6.47,5006,69,4,1.53,0.5,0.58,1,1,0,56.0,55.5
user_031,95,2024-04-04,3.73,5.87,3605,57,3,2.13,0.36,0.47,2,1,0,73.0,74.8
user_031,96,2024-04-05,5.32,6.06,4741,60,3,1.94,0.47,0.66,2,1,0,75.2,75.1
user_031,97,2024-04-06,5.69,4.66,6790,72,3,3.34,0.68,0.71,2,0,0,86.6,86.0
user_031,98,2024-04-07,5.98,5.85,7192,89,3,2.15,0.72,0.75,2,0,0,75.0,74.5
user_031,99,2024-04-08,0.5,7.93,6377,20,5,0.07,0.64,0.06,0,1,0,10.0,11.5
user_031,100,2024-04-09,3.52,7.14,7323,52,4,0.86,0.73,0.44,1,1,0,40.0,34.9
user_032,1,2024-01-01,3.97,5.81,3910,57,3,2.19,0.39,0.5,2,1,0,74.0,75.5
user_032,2,2024-01-02,7.35,4.72,1585,88,2,3.28,0.16,0.92,3,1,1,100.0,98.2
user_032,3,2024-01-03,6.95,4.39,3327,90,2,3.61,0.33,0.87,3,1,0,100.0,100.0
user_032,4,2024-01-04,7.03,5.4,3345,105,2,2.6,0.33,0.88,3,1,1,100.0,93.7
user_032,5,2024-01-05,8.32,5.63,1000,118,2,2.37,0.1,1.04,3,1,1,100.0,97.3
user_032,6,2024-01-06,6.05,4.61,1436,81,2,3.39,0.14,0.76,3,0,0,100.0,97.1
user_032,7,2024-01-07,7.51,4.75,1000,110,2,3.25,0.1,0.94,3,0,1,100.0,100.0
user_032,8,2024-01-08,9.74,4.99,1000,130,1,3.01,0.1,1.22,4,1,1,100.0,100.0
user_032,9,2024-01-09,7.28,4.46,2958,87,2,3.54,0.3,0.91,3,1,1,100.0,99.3
user_032,10,2024-01-10,7.55,4.55,1000,104,1,3.45,0.1,0.94,4,1,1,100.0,97.5
user_032,11,2024-01-11,8.29,3.85,1408,120,1,4.15,0.14,1.04,4,1,1,100.0,97.2
user_032,12,2024-01-12,6.97,4.26,4264,86,2,3.74,0.43,0.87,3,1,0,100.0,98.0
user_032,13,2024-01-13,6.92,3.96,4664,102,2,4.04,0.47,0.86,3,0,0,100.0,100.0
user_032,14,2024-01-14,7.6,5.37,1000,114,2,2.63,0.1,0.95,3,0,1,100.0,97.4
user_032,15,2024-01-15,6.11,5.64,3918,91,3,2.36,0.39,0.76,2,1,0,84.2,81.1
user_032,16,2024-01-16,6.35,5.16,1000,102,2,2.84,0.1,0.79,3,1,0,100.0,92.8
user_032,17,2024-01-17,5.95,4.79,1000,69,2,3.21,0.1,0.74,3,1,0,100.0,100.0
user_032,18,2024-01-18,6.92,6.01,4577,101,3,1.99,0.46,0.87,2,1,0,82.5,83.4
user_032,19,2024-01-19,6.96,3.04,1000,98,1,4.96,0.1,0.87,4,1,0,100.0,100.0
user_032,20,2024-01-20,8.73,3.83,2216,137,1,4.17,0.22,1.09,4,0,1,100.0,100.0
user_032,21,2024-01-21,9.57,3.85,1877,135,1,4.15,0.19,1.2,4,0,1,100.0,100.0
user_032,22,2024-01-22,7.32,4.72,1000,101,2,3.28,0.1,0.92,3,1,1,100.0,100.0
user_032,23,2024-01-23,6.36,5.67,3519,85,3,2.33,0.35,0.79,2,1,0,85.6,89.8
user_032,24,2024-01-24,6.46,6.08,2902,90,3,1.92,0.29,0.81,2,1,0,83.2,80.6
user_032,25,2024-01-25,6.78,4.8,1000,92,2,3.2,0.1,0.85,3,1,0,100.0,97.6
user_032,26,2024-01-26,7.59,5.65,1000,123,2,2.35,0.1,0.95,3,1,1,100.0,99.6
user_032,27,2024-01-27,7.22,5.36,1000,100,2,2.64,0.1,0.9,3,0,1,100.0,98.8
user_032,28,2024-01-28,7.41,5.29,1000,89,2,2.71,0.1,0.93,3,0,1,100.0,100.0
user_032,29,2024-01-29,5.44,4.47,4981,64,2,3.53,0.5,0.68,3,1,0,100.0,93.1
user_032,30,2024-01-30,7.63,4.52,1000,103,1,3.48,0.1,0.95,4,1,1,100.0,100.0
user_032,31,2024-01-31,5.98,6.18,1000,88,3,1.82,0.1,0.75,2,1,0,84.2,86.1
user_032,32,2024-02-01,5.97,4.43,4291,73,2,3.57,0.43,0.75,3,1,0,100.0,98.2
user_032,33,2024-02-02,7.95,4.67,1000,128,1,3.33,0.1,0.99,4,1,1,100.0,98.4
user_032,34,2024-02-03,7.9,4.84,2235,130,2,3.16,0.22,0.99,3,0,1,100.0,95.0
user_032,35,2024-02-04,9.38,4.81,1000,139,1,3.19,0.1,1.17,4,0,1,100.0,100.0
user_032,36,2024-02-05,5.23,6.56,1000,61,3,1.44,0.1,0.65,2,1,0,77.4,76.6
user_032,37,2024-02-06,9.2,4.12,1000,143,1,3.88,0.1,1.15,4,1,1,100.0,99.1
user_032,38,2024-02-07,5.47,4.98,5279,77,3,3.02,0.53,0.68,2,1,0,85.6,91.3
user_032,39,2024-02-08,7.77,4.24,1294,100,1,3.76,0.13,0.97,4,1,1,100.0,98.0
user_032,40,2024-02-09,12.0,4.35,1000,161,1,3.65,0.1,1.5,4,1,1,100.0,100.0
user_032,41,2024-02-10,9.7,5.53,3148,121,2,2.47,0.31,1.21,3,0,1,100.0,96.7
user_032,42,2024-02-11,7.18,4.18,2197,94,2,3.82,0.22,0.9,3,0,1,100.0,100.0
user_032,43,2024-02-12,9.17,4.34,3741,143,1,3.66,0.37,1.15,4,1,1,100.0,98.6
user_032,44,2024-02-13,4.47,5.37,2349,64,3,2.63,0.23,0.56,2,1,0,83.5,83.8
user_032,45,2024-02-14,6.96,5.26,1000,101,2,2.74,0.1,0.87,3,1,0,100.0,98.7
user_032,46,2024-02-15,7.13,5.53,1000,96,2,2.47,0.1,0.89,3,1,1,100.0,99.6
user_032,47,2024-02-16,6.27,5.7,1000,82,2,2.3,0.1,0.78,3,1,0,100.0,97.9
user_032,48,2024-02-17,9.7,3.87,1000,155,1,4.13,0.1,1.21,4,0,1,100.0,99.8
user_032,49,2024-02-18,9.72,5.38,1686,135,1,2.62,0.17,1.22,4,0,1,100.0,100.0
user_032,50,2024-02-19,5.34,4.76,1814,97,2,3.24,0.18,0.67,3,1,0,100.0,97.6
user_032,51,2024-02-20,5.89,4.43,3524,83,2,3.57,0.35,0.74,3,1,0,100.0,100.0
user_032,52,2024-02-21,7.69,3.75,1000,121,1,4.25,0.1,0.96,4,1,1,100.0,99.4
user_032,53,2024-02-22,8.31,4.45,1000,113,1,3.55,0.1,1.04,4,1,1,100.0,97.1
user_032,54,2024-02-23,6.21,5.23,3217,70,2,2.77,0.32,0.78,3,1,0,100.0,99.9
user_032,55,2024-02-24,7.68,4.26,1503,102,1,3.74,0.15,0.96,4,0,1,100.0,100.0
user_032,56,2024-02-25,9.81,5.01,1000,127,1,2.99,0.1,1.23,4,0,1,100.0,100.0
user_032,57,2024-02-26,6.71,4.53,1000,93,2,3.47,0.1,0.84,3,1,0,100.0,98.8
user_032,58,2024-02-27,7.71,5.18,3225,95,2,2.82,0.32,0.96,3,1,1,100.0,100.0
user_032,59,2024-02-28,6.01,4.28,1661,94,2,3.72,0.17,0.75,3,1,0,100.0,98.9
user_032,60,2024-02-29,8.76,4.83,1000,134,1,3.17,0.1,1.1,4,1,1,100.0,100.0
user_032,61,2024-03-01,5.77,6.5,3072,80,3,1.5,0.31,0.72,2,1,0,76.0,73.4
user_032,62,2024-03-02,9.8,4.55,1000,132,1,3.45,0.1,1.23,4,0,1,100.0,100.0
user_032,63,2024-03-03,9.48,3.8,1000,138,1,4.2,0.1,1.18,4,0,1,100.0,95.3
user_032,64,2024-03-04,7.07,4.56,3887,95,2,3.44,0.39,0.88,3,1,1,100.0,100.0
user_032,65,2024-03-05,6.27,5.77,5962,77,3,2.23,0.6,0.78,2,1,0,79.4,80.3
user_032,66,2024-03-06,10.18,4.14,1000,150,1,3.86,0.1,1.27,4,1,1,100.0,100.0
user_032,67,2024-03-07,4.84,6.22,1000,63,3,1.78,0.1,0.6,2,1,0,79.1,82.8
user_032,68,2024-03-08,6.46,4.54,3704,81,2,3.46,0.37,0.81,3,1,0,100.0,96.3
user_032,69,2024-03-09,8.72,4.33,1000,128,1,3.67,0.1,1.09,4,0,1,100.0,100.0
user_032,70,2024-03-10,7.95,4.45,1920,123,1,3.55,0.19,0.99,4,0,1,100.0,99.2
user_032,71,2024-03-11,7.67,5.12,2854,107,2,2.88,0.29,0.96,3,1,1,100.0,97.3
user_032,72,2024-03-12,6.33,5.29,5483,83,3,2.71,0.55,0.79,2,1,0,85.4,87.8
user_032,73,2024-03-13,6.49,5.09,4825,98,2,2.91,0.48,0.81,3,1,0,100.0,96.3
user_032,74,2024-03-14,6.2,5.97,2558,75,3,2.03,0.26,0.77,2,1,0,84.0,81.6
user_032,75,2024-03-15,7.73,5.4,1263,132,2,2.6,0.13,0.97,3,1,1,100.0,100.0
user_032,76,2024-03-16,8.09,4.04,1000,116,1,3.96,0.1,1.01,4,0,1,100.0,98.5
user_032,77,2024-03-17,10.39,5.07,1000,133,1,2.93,0.1,1.3,4,0,1,100.0,98.0
user_032,78,2024-03-18,8.39,4.15,2787,122,1,3.85,0.28,1.05,4,1,1,100.0,100.0
user_032,79,2024-03-19,6.04,5.06,2753,94,2,2.94,0.28,0.76,3,1,0,100.0,97.3
user_032,80,2024-03-20,6.57,5.03,3235,82,2,2.97,0.32,0.82,3,1,0,100.0,96.1
user_032,81,2024-03-21,7.69,3.65,3568,106,1,4.35,0.36,0.96,4,1,1,100.0,95.4
user_032,82,2024-03-22,6.31,5.33,1266,88,2,2.67,0.13,0.79,3,1,0,100.0,100.0
user_032,83,2024-03-23,8.14,3.95,1000,128,1,4.05,0.1,1.02,4,0,1,100.0,100.0
user_032,84,2024-03-24,5.96,5.91,2919,92,3,2.09,0.29,0.75,2,0,0,82.9,81.3
user_032,85,2024-03-25,4.76,5.86,1613,52,3,2.14,0.16,0.6,2,1,0,81.3,77.3
user_032,86,2024-03-26,7.61,4.83,2725,113,2,3.17,0.27,0.95,3,1,1,100.0,98.7
user_032,87,2024-03-27,6.8,4.58,1502,85,2,3.42,0.15,0.85,3,1,0,100.0,100.0
user_032,88,2024-03-28,8.18,4.02,3225,115,1,3.98,0.32,1.02,4,1,1,100.0,100.0
user_032,89,2024-03-29,4.85,4.16,3508,75,2,3.84,0.35,0.61,3,1,0,100.0,98.0
user_032,90,2024-03-30,10.39,4.55,1000,145,1,3.45,0.1,1.3,4,0,1,100.0,100.0
user_032,91,2024-03-31,6.89,5.28,1234,103,2,2.72,0.12,0.86,3,0,0,100.0,100.0
user_032,92,2024-04-01,6.42,5.82,6144,90,3,2.18,0.61,0.8,2,1,0,79.2,81.6
user_032,93,2024-04-02,6.18,5.11,1999,94,2,2.89,0.2,0.77,3,1,0,100.0,100.0
user_032,94,2024-04-03,6.75,6.02,4668,103,3,1.98,0.47,0.84,2,1,0,81.5,79.9
user_032,95,2024-04-04,6.15,4.53,4044,74,2,3.47,0.4,0.77,3,1,0,100.0,100.0
user_032,96,2024-04-05,5.59,5.82,2761,91,3,2.18,0.28,0.7,2,1,0,82.7,86.1
user_032,97,2024-04-06,10.11,5.13,1000,129,1,2.87,0.1,1.26,4,0,1,100.0,96.8
user_032,98,2024-04-07,5.88,4.41,2648,76,2,3.59,0.26,0.74,3,0,0,100.0,99.5
user_032,99,2024-04-08,7.48,4.56,1000,104,2,3.44,0.1,0.93,3,1,1,100.0,97.3
user_032,100,2024-04-09,6.56,5.94,1562,109,2,2.06,0.16,0.82,3,1,0,99.7,100.0
user_033,1,2024-01-01,5.3,5.32,3640,61,3,2.68,0.36,0.66,2,1,0,84.7,87.1
user_033,2,2024-01-02,4.63,6.62,7344,63,4,1.38,0.73,0.58,1,1,0,49.6,51.1
user_033,3,2024-01-03,3.89,5.48,5669,37,3,2.52,0.57,0.49,2,1,0,73.4,71.2
user_033,4,2024-01-04,3.78,3.85,5809,62,3,4.15,0.58,0.47,2,1,0,89.0,93.0
user_033,5,2024-01-05,3.17,5.5,5866,38,4,2.5,0.59,0.4,1,1,0,57.9,61.4
user_033,6,2024-01-06,7.26,3.69,2840,82,1,4.31,0.28,0.91,4,0,1,100.0,99.9
user_033,7,2024-01-07,4.72,5.76,7273,71,3,2.24,0.73,0.59,2,0,0,70.7,65.8
user_033,8,2024-01-08,3.77,4.56,9867,49,3,3.44,0.99,0.47,2,1,0,73.8,69.7
user_033,9,2024-01-09,3.15,6.05,8496,57,4,1.95,0.85,0.39,1,1,0,47.1,47.3
user_033,10,2024-01-10,3.4,6.32,8183,48,4,1.68,0.82,0.43,1,1,0,46.1,48.5
user_033,11,2024-01-11,3.07,5.9,3572,56,4,2.1,0.36,0.38,1,1,0,58.1,56.6
user_033,12,2024-01-12,5.48,4.86,6091,77,3,3.14,0.61,0.68,2,1,0,85.1,83.3
user_033,13,2024-01-13,5.88,6.11,8488,89,3,1.89,0.85,0.73,2,0,0,69.4,65.8
user_033,14,2024-01-14,3.62,6.58,5054,56,4,1.42,0.51,0.45,1,0,0,50.5,50.9
user_033,15,2024-01-15,5.38,5.7,5556,95,3,2.3,0.56,0.67,2,1,0,77.4,79.9
user_033,16,2024-01-16,4.47,5.09,4189,59,3,2.91,0.42,0.56,2,1,0,82.6,78.1
user_033,17,2024-01-17,3.42,6.39,8757,44,4,1.61,0.88,0.43,1,1,0,44.2,53.0
user_033,18,2024-01-18,5.33,5.33,7704,68,3,2.67,0.77,0.67,2,1,0,76.6,77.3
user_033,19,2024-01-19,3.37,5.0,7980,47,3,3.0,0.8,0.42,2,1,0,71.5,71.8
user_033,20,2024-01-20,5.27,4.74,8551,76,3,3.26,0.86,0.66,2,0,0,80.6,79.8
user_033,21,2024-01-21,3.73,6.74,8420,52,4,1.26,0.84,0.47,1,0,0,42.7,38.9
user_033,22,2024-01-22,5.79,4.98,4117,80,2,3.02,0.41,0.72,3,1,0,100.0,100.0
user_033,23,2024-01-23,3.6,3.42,7310,59,3,4.58,0.73,0.45,2,1,0,89.6,86.9
user_033,24,2024-01-24,5.67,5.88,6252,69,3,2.12,0.63,0.71,2,1,0,75.4,76.2
user_033,25,2024-01-25,4.23,5.57,8025,55,4,2.43,0.8,0.53,1,1,0,57.1,56.3
user_033,26,2024-01-26,3.0,5.62,7009,40,4,2.38,0.7,0.38,1,1,0,53.8,53.1
user_033,27,2024-01-27,6.41,6.14,2585,104,3,1.86,0.26,0.8,2,0,0,83.1,85.1
user_033,28,2024-01-28,4.23,5.4,6930,42,3,2.6,0.69,0.53,2,0,0,73.1,72.8
user_033,29,2024-01-29,4.43,5.06,3614,64,3,2.94,0.36,0.55,2,1,0,83.9,90.5
user_033,30,2024-01-30,2.95,5.47,6957,56,4,2.53,0.7,0.37,1,1,0,55.2,50.2
user_033,31,2024-01-31,4.73,5.18,5380,56,3,2.82,0.54,0.59,2,1,0,80.4,79.6
user_033,32,2024-02-01,2.62,5.65,3105,20,3,2.35,0.31,0.33,2,1,0,71.8,72.8
user_033,33,2024-02-02,5.32,7.62,7323,69,4,0.38,0.73,0.66,1,1,0,42.4,36.5
user_033,34,2024-02-03,5.95,4.18,3763,92,2,3.82,0.38,0.74,3,0,0,100.0,100.0
user_033,35,2024-02-04,4.19,4.45,6831,61,3,3.55,0.68,0.52,2,0,0,82.6,87.1
user_033,36,2024-02-05,0.81,6.57,10462,20,5,1.43,1.05,0.1,0,1,0,16.6,11.9
user_033,37,2024-02-06,2.69,6.04,6619,40,4,1.96,0.66,0.34,1,1,0,49.1,53.0
user_033,38,2024-02-07,3.32,6.71,6846,49,4,1.29,0.68,0.42,1,1,0,44.5,44.1
user_033,39,2024-02-08,4.24,6.0,7568,59,4,2.0,0.76,0.53,1,1,0,53.8,43.8
user_033,40,2024-02-09,4.52,4.18,5126,39,2,3.82,0.51,0.56,3,1,0,100.0,100.0
user_033,41,2024-02-10,5.8,5.01,7872,86,3,2.99,0.79,0.73,2,0,0,81.4,81.8
user_033,42,2024-02-11,5.78,4.98,3105,90,2,3.02,0.31,0.72,3,0,0,100.0,99.8
user_033,43,2024-02-12,1.69,6.62,8270,40,5,1.38,0.83,0.21,0,1,0,24.0,24.8
user_033,44,2024-02-13,2.39,4.84,9987,32,4,3.16,1.0,0.3,1,1,0,53.2,50.6
user_033,45,2024-02-14,2.94,6.86,8173,52,5,1.14,0.82,0.37,0,1,0,26.8,27.5
user_033,46,2024-02-15,2.8,7.24,6718,47,5,0.76,0.67,0.35,0,1,0,25.4,28.6
user_033,47,2024-02-16,3.81,4.96,5493,60,3,3.04,0.55,0.48,2,1,0,78.7,80.3
user_033,48,2024-02-17,6.86,5.77,2861,110,2,2.23,0.29,0.86,3,0,0,100.0,96.9
user_033,49,2024-02-18,6.02,6.88,5732,66,4,1.12,0.57,0.75,1,0,0,55.8,54.8
user_033,50,2024-02-19,6.41,4.94,7281,80,3,3.06,0.73,0.8,2,1,0,85.7,84.6
user_033,51,2024-02-20,3.54,7.17,6349,30,4,0.83,0.63,0.44,1,1,0,41.8,48.9
user_033,52,2024-02-21,4.08,6.13,3635,59,3,1.87,0.36,0.51,2,1,0,71.8,71.8
user_033,53,2024-02-22,2.64,6.49,4459,27,4,1.51,0.45,0.33,1,1,0,48.7,52.3
user_033,54,2024-02-23,2.93,5.61,7491,37,4,2.39,0.75,0.37,1,1,0,52.6,54.7
user_033,55,2024-02-24,5.51,4.25,4198,68,2,3.75,0.42,0.69,3,0,0,100.0,98.6
user_033,56,2024-02-25,5.44,5.54,1312,86,3,2.46,0.13,0.68,2,0,0,87.7,87.4
user_033,57,2024-02-26,2.46,6.74,3870,20,4,1.26,0.39,0.31,1,1,0,46.7,53.1
user_033,58,2024-02-27,3.98,5.18,6791,53,3,2.82,0.68,0.5,2,1,0,74.6,74.7
user_033,59,2024-02-28,4.39,5.45,6946,59,3,2.55,0.69,0.55,2,1,0,73.1,70.7
user_033,60,2024-02-29,2.48,6.99,8813,45,5,1.01,0.88,0.31,0,1,0,22.4,22.4
user_033,61,2024-03-01,4.07,5.54,8613,53,4,2.46,0.86,0.51,1,1,0,55.6,52.7
user_033,62,2024-03-02,5.93,5.1,5681,90,3,2.9,0.57,0.74,2,0,0,85.4,83.6
user_033,63,2024-03-03,5.04,5.21,8169,70,3,2.79,0.82,0.63,2,0,0,75.7,76.2
user_033,64,2024-03-04,2.41,6.6,8461,25,5,1.4,0.85,0.3,0,1,0,26.8,32.5
user_033,65,2024-03-05,4.21,5.2,6430,55,3,2.8,0.64,0.53,2,1,0,76.0,80.6
user_033,66,2024-03-06,4.92,5.78,9025,58,4,2.22,0.9,0.62,1,1,0,55.9,58.2
user_033,67,2024-03-07,4.46,5.41,5852,71,3,2.59,0.59,0.56,2,1,0,76.0,78.6
user_033,68,2024-03-08,2.1,7.44,9970,26,5,0.56,1.0,0.26,0,1,0,14.1,11.7
user_033,69,2024-03-09,6.63,5.38,6026,98,3,2.62,0.6,0.83,2,0,0,84.7,88.4
user_033,70,2024-03-10,6.33,4.73,3883,92,2,3.27,0.39,0.79,3,0,0,100.0,100.0
user_033,71,2024-03-11,3.62,6.04,8455,46,4,1.96,0.85,0.45,1,1,0,49.2,51.6
user_033,72,2024-03-12,3.82,6.61,5007,76,4,1.39,0.5,0.48,1,1,0,51.2,50.2
user_033,73,2024-03-13,4.43,5.58,4339,70,3,2.42,0.43,0.55,2,1,0,77.2,76.4
user_033,74,2024-03-14,4.43,5.02,5810,59,3,2.98,0.58,0.55,2,1,0,80.0,81.6
user_033,75,2024-03-15,4.17,5.52,5794,61,3,2.48,0.58,0.52,2,1,0,73.9,74.5
user_033,76,2024-03-16,5.46,6.7,6554,95,4,1.3,0.66,0.68,1,0,0,53.7,53.5
user_033,77,2024-03-17,5.24,5.02,6253,70,3,2.98,0.63,0.66,2,0,0,82.2,80.8
user_033,78,2024-03-18,1.52,7.33,7625,36,5,0.67,0.76,0.19,0,1,0,17.5,17.2
user_033,79,2024-03-19,4.58,5.6,6924,53,3,2.4,0.69,0.57,2,1,0,72.5,76.0
user_033,80,2024-03-20,3.36,6.5,4398,39,4,1.5,0.44,0.42,1,1,0,51.7,52.8
user_033,81,2024-03-21,3.61,6.11,7230,68,4,1.89,0.72,0.45,1,1,0,50.9,52.5
user_033,82,2024-03-22,3.28,5.59,9250,30,4,2.41,0.93,0.41,1,1,0,50.7,52.4
user_033,83,2024-03-23,3.96,6.47,5828,60,4,1.53,0.58,0.5,1,0,0,51.5,51.6
user_033,84,2024-03-24,3.64,6.23,5536,58,4,1.77,0.55,0.45,1,0,0,53.2,50.2
user_033,85,2024-03-25,4.09,5.69,5431,71,3,2.31,0.54,0.51,2,1,0,72.6,72.7
user_033,86,2024-03-26,3.3,6.07,4453,70,4,1.93,0.45,0.41,1,1,0,55.6,52.3
user_033,87,2024-03-27,4.46,5.61,8380,64,4,2.39,0.84,0.56,1,1,0,57.0,55.0
user_033,88,2024-03-28,1.57,5.05,7851,35,4,2.95,0.79,0.2,1,1,0,52.1,47.1
user_033,89,2024-03-29,6.02,5.94,2738,73,3,2.06,0.27,0.75,2,1,0,83.2,80.2
user_033,90,2024-03-30,5.66,5.23,5249,74,3,2.77,0.52,0.71,2,0,0,83.8,84.4
user_033,91,2024-03-31,6.31,5.02,3773,98,2,2.98,0.38,0.79,3,0,0,100.0,99.3
user_033,92,2024-04-01,4.46,5.5,8208,74,3,2.5,0.82,0.56,2,1,0,70.4,74.0
user_033,93,2024-04-02,3.14,5.51,8755,43,4,2.49,0.88,0.39,1,1,0,52.0,51.9
user_033,94,2024-04-03,2.97,6.93,9175,40,5,1.07,0.92,0.37,0,1,0,24.2,22.3
user_033,95,2024-04-04,2.97,6.04,7994,33,4,1.96,0.8,0.37,1,1,0,47.5,43.8
user_033,96,2024-04-05,3.9,6.32,6785,52,4,1.68,0.68,0.49,1,1,0,50.8,47.4
user_033,97,2024-04-06,4.54,6.17,3946,81,3,1.83,0.39,0.57,2,0,0,72.6,72.9
user_033,98,2024-04-07,3.4,6.19,7812,43,4,1.81,0.78,0.42,1,0,0,48.1,50.9
user_033,99,2024-04-08,3.06,6.37,7177,39,4,1.63,0.72,0.38,1,1,0,46.2,50.3
user_033,100,2024-04-09,4.98,4.67,6577,88,3,3.33,0.66,0.62,2,1,0,84.1,88.2
user_034,1,2024-01-01,6.25,5.36,6752,99,3,2.64,0.68,0.78,2,1,0,81.9,82.4
user_034,2,2024-01-02,3.93,7.05,7348,48,4,0.95,0.73,0.49,1,1,0,42.5,43.7
user_034,3,2024-01-03,3.93,6.54,3693,52,4,1.46,0.37,0.49,1,1,0,54.9,55.7
user_034,4,2024-01-04,6.99,5.11,5342,97,2,2.89,0.53,0.87,3,1,0,100.0,99.9
user_034,5,2024-01-05,5.85,5.19,1964,74,2,2.81,0.2,0.73,3,1,0,100.0,100.0
user_034,6,2024-01-06,6.95,4.94,3649,88,2,3.06,0.36,0.87,3,0,0,100.0,98.5
user_034,7,2024-01-07,6.88,5.07,4988,94,2,2.93,0.5,0.86,3,0,0,100.0,96.9
user_034,8,2024-01-08,4.07,7.59,4213,51,4,0.41,0.42,0.51,1,1,0,44.0,45.5
user_034,9,2024-01-09,6.18,5.61,3972,88,3,2.39,0.4,0.77,2,1,0,84.7,84.9
user_034,10,2024-01-10,5.37,5.62,7234,74,3,2.38,0.72,0.67,2,1,0,74.9,74.8
user_034,11,2024-01-11,7.03,5.7,7026,80,3,2.3,0.7,0.88,2,1,1,81.0,83.8
user_034,12,2024-01-12,6.47,4.55,5019,101,2,3.45,0.5,0.81,3,1,0,100.0,97.5
user_034,13,2024-01-13,7.78,5.45,1722,107,2,2.55,0.17,0.97,3,0,1,100.0,100.0
user_034,14,2024-01-14,6.29,4.6,4447,96,2,3.4,0.44,0.79,3,0,0,100.0,100.0
user_034,15,2024-01-15,4.71,6.07,4291,49,3,1.93,0.43,0.59,2,1,0,73.6,72.5
user_034,16,2024-01-16,7.1,5.47,4126,95,2,2.53,0.41,0.89,3,1,1,100.0,98.8
user_034,17,2024-01-17,5.88,4.57,4354,80,2,3.43,0.44,0.73,3,1,0,100.0,95.9
user_034,18,2024-01-18,4.74,5.89,5793,63,3,2.11,0.58,0.59,2,1,0,72.5,69.8
user_034,19,2024-01-19,7.64,4.29,4200,102,2,3.71,0.42,0.95,3,1,1,100.0,100.0
user_034,20,2024-01-20,7.8,3.88,3626,121,1,4.12,0.36,0.97,4,0,1,100.0,100.0
user_034,21,2024-01-21,7.09,5.04,8111,110,3,2.96,0.81,0.89,2,0,1,85.7,83.9
user_034,22,2024-01-22,5.0,6.21,3772,80,3,1.79,0.38,0.63,2,1,0,74.4,75.4
user_034,23,2024-01-23,6.37,5.02,3503,103,2,2.98,0.35,0.8,3,1,0,100.0,99.3
user_034,24,2024-01-24,5.25,5.42,5764,63,3,2.58,0.58,0.66,2,1,0,79.3,77.6
user_034,25,2024-01-25,5.01,6.13,3996,52,3,1.87,0.4,0.63,2,1,0,74.8,68.9
user_034,26,2024-01-26,3.98,6.74,6336,60,4,1.26,0.63,0.5,1,1,0,47.8,49.4
user_034,27,2024-01-27,7.31,4.91,5855,103,2,3.09,0.59,0.91,3,0,1,100.0,100.0
user_034,28,2024-01-28,7.99,4.36,2605,104,1,3.64,0.26,1.0,4,0,1,100.0,100.0
user_034,29,2024-01-29,5.26,4.91,5988,72,3,3.09,0.6,0.66,2,1,0,83.9,84.8
user_034,30,2024-01-30,8.02,5.42,3533,98,2,2.58,0.35,1.0,3,1,1,100.0,98.5
user_034,31,2024-01-31,6.6,4.32,8328,92,2,3.68,0.83,0.83,3,1,0,100.0,100.0
user_034,32,2024-02-01,4.95,5.9,3547,90,3,2.1,0.35,0.62,2,1,0,77.7,81.7
user_034,33,2024-02-02,6.93,4.08,4615,109,2,3.92,0.46,0.87,3,1,0,100.0,100.0
user_034,34,2024-02-03,6.05,4.82,4050,78,2,3.18,0.41,0.76,3,0,0,100.0,100.0
user_034,35,2024-02-04,4.94,6.01,3309,59,3,1.99,0.33,0.62,2,0,0,77.0,71.0
user_034,36,2024-02-05,5.09,6.57,6010,59,4,1.43,0.6,0.64,1,1,0,54.6,57.7
user_034,37,2024-02-06,7.23,5.05,7700,109,2,2.95,0.77,0.9,3,1,1,99.0,100.0
user_034,38,2024-02-07,4.78,6.03,6137,72,3,1.97,0.61,0.6,2,1,0,70.6,68.5
user_034,39,2024-02-08,5.9,4.74,1099,92,2,3.26,0.11,0.74,3,1,0,100.0,95.5
user_034,40,2024-02-09,5.88,5.55,5570,79,3,2.45,0.56,0.73,2,1,0,80.9,81.7
user_034,41,2024-02-10,7.81,5.35,6746,111,2,2.65,0.67,0.98,3,0,1,100.0,100.0
user_034,42,2024-02-11,6.16,5.55,5985,84,3,2.45,0.6,0.77,2,0,0,81.1,82.8
user_034,43,2024-02-12,5.4,5.91,6960,84,3,2.09,0.7,0.67,2,1,0,72.6,72.9
